BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,13100,22422,34800,HomeImp,Office,2.6,2,0,93.3,1,3,
0,18400,68655,94322,HomeImp,ProfExe,8,0,0,76.79470126,0,15,32.74121014
0,17700,17480,41055,,Office,1,0,0,196.1319389,0,15,37.92365952
0,15300,54412,95123,DebtCon,ProfExe,6,0,0,134.2426479,2,22,35.08572068
1,20000,117820,154000,DebtCon,Mgr,3,0,0,70.99812734,0,29,
0,27100,20497,74244,DebtCon,Other,,1,2,93.06034262,1,25,27.36133981
1,8000,86804,113000,DebtCon,Other,7,1,3,145.1666667,1,20,
1,5700,58400,75000,HomeImp,ProfExe,4,0,0,177.5,2,26,
0,21200,109747,174666,DebtCon,Office,7,0,0,211.8072267,3,24,40.39483989
0,14500,35799,51720,HomeImp,Other,10,0,0,123.218105,1,9,18.32493528
1,19700,62351,84624,DebtCon,Mgr,0,1,0,88.12651678,1,22,54.24133474
0,16800,94851,119053,DebtCon,Office,2,0,1,270.9986111,1,34,27.00923929
1,26800,18459,53907,DebtCon,Other,0,0,0,200.4170271,0,6,71.51211057
1,5000,81748,,DebtCon,ProfExe,14,1,2,144.0666667,2,17,
1,19300,152000,182000,HomeImp,Self,1,,,,,,
0,10900,,66691,HomeImp,Other,,0,0,349.7523621,0,7,34.34334852
1,5100,129319,141875,HomeImp,Sales,7,1,0,157.8598021,0,36,25.65074122
0,19400,167450,200902,DebtCon,ProfExe,9,0,0,264.6979824,1,37,25.63079874
0,5400,,75254,,,,,,,,,23.16374295
1,11800,74512,93328,HomeImp,Office,4,5,0,117.91882,,16,58.29598994
0,12600,103960,127384,DebtCon,,2,0,0,129.0154994,0,25,34.47945476
0,10700,54091,67661,HomeImp,Other,27,0,2,188.5339891,0,24,38.58937235
1,41200,48400,99500,DebtCon,Other,3,1,1,203.8,2,38,
0,12500,,,,,,,,,,,27.35264423
1,45900,52720,115224,DebtCon,Other,,0,1,126.1165183,0,21,
0,16500,94920,118156,DebtCon,Other,9,0,0,295.2855235,2,18,32.17163193
1,20400,19265,43962,DebtCon,Office,5,2,0,177.9047071,1,15,35.40463887
0,30500,138082,181157,DebtCon,ProfExe,2,1,0,219.2473072,1,19,40.87469852
0,18400,48970,69559,DebtCon,ProfExe,20,0,0,178.015833,0,23,39.70798807
0,15900,38860,68912,DebtCon,ProfExe,9,0,0,250.9275029,1,16,22.17526323
0,27300,97373,126102,DebtCon,Office,10,0,1,139.1325983,0,28,39.17355395
1,50000,235000,295000,HomeImp,Mgr,6,0,1,110.5666667,8,23,
1,50000,167000,245000,HomeImp,Self,22,1,7,267.9,2,24,
0,26800,96895,144482,DebtCon,Mgr,23,0,0,201.9678752,0,13,40.16216065
1,3900,21200,39000,DebtCon,Mgr,4,0,1,86.56666667,2,14,
0,11600,36357,56514,,Other,31,0,0,237.8189664,0,19,20.1815824
1,27700,61396,111627,,Self,20,0,0,87.00250011,0,4,84.61388869
0,25700,43881,69954,DebtCon,Other,10,0,0,126.4730656,0,20,40.76906182
0,24900,60778,94374,DebtCon,Other,5,0,0,232.1188078,1,20,34.92549001
1,17900,51080,92051,HomeImp,Mgr,10,0,0,117.0897854,0,31,42.373233
1,4500,90000,105800,HomeImp,Other,6,2,3,80.1,3,10,
0,15200,77636,95682,DebtCon,ProfExe,10,1,1,335.8413218,,41,37.98254375
0,15800,103537,111139,DebtCon,Office,3,0,1,252.2677576,1,34,27.67406397
0,20700,100778,142271,HomeImp,,,,,,,,39.98309593
0,22900,18059,57109,DebtCon,Other,26,0,1,213.0362848,0,24,25.54701032
0,17900,68779,98623,DebtCon,Mgr,1,0,0,83.86164124,0,17,26.40566665
1,15000,57900,88200,DebtCon,ProfExe,10,,,,,,
0,34800,138680,190729,DebtCon,ProfExe,21,0,0,198.1233342,0,21,35.57723925
0,33700,12512,42634,DebtCon,Other,28,0,0,184.134954,0,15,42.48237422
0,9300,44026,70535,HomeImp,Office,12,3,1,245.9,2,29,
0,8100,78977,91995,DebtCon,Mgr,19,0,0,296.7470948,1,23,38.82094029
0,25200,74038,114722,DebtCon,Mgr,9,0,1,304.0041559,1,28,31.36072725
1,18000,12900,21500,HomeImp,Office,5,3,0,109.5666667,0,33,
0,23300,103162,135013,DebtCon,Mgr,9,1,0,188.9398399,5,18,40.67081708
0,47900,95377,157273,DebtCon,Other,16,0,0,236.3026595,8,18,39.10304524
1,18200,55406,78682,DebtCon,Other,,0,0,122.7177095,0,39,33.6938313
1,3000,47000,82700,HomeImp,ProfExe,10,0,1,262.1666667,5,26,
0,10000,57068,72000,,Other,12,0,0,257.7,0,27,
1,19000,42000,64000,DebtCon,Mgr,9,0,0,30.46666667,3,8,
1,12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,
1,23000,56000,92000,DebtCon,Other,8,1,4,69.13333333,2,27,
1,3500,19400,20494,HomeImp,Other,5,0,0,95.93333333,0,9,
1,11700,54085,68239,HomeImp,Other,2,1,2,8.055265077,3,15,32.01265858
1,6700,27510,42495,DebtCon,Other,2,0,2,171.5264892,3,27,41.42859751
0,16200,49780,109050,HomeImp,Office,2,,2,128.2885293,0,23,39.57681143
0,27600,72468,106906,DebtCon,ProfExe,12,0,0,288.8495515,1,32,38.98401301
0,17600,39057,50933,DebtCon,ProfExe,6,0,0,239.2016301,1,35,39.30107072
0,21700,29258,53807,DebtCon,Other,0,,,300.6792922,,24,35.69801744
0,16000,56295,77146,DebtCon,Office,0,0,0,190.3964069,0,24,31.73703429
0,15500,88929,115249,DebtCon,ProfExe,0,0,2,156.130914,0,34,32.0338704
0,18000,55169,114786,HomeImp,Office,2,,2,120.1541063,0,24,37.54773286
0,14800,50570,69422,DebtCon,Other,3,0,0,191.1779415,0,13,36.64708052
1,11700,,67940,HomeImp,Mgr,3,3,4,204.0255932,1,38,
0,16600,71564,84627,DebtCon,Office,5,0,0,114.6401329,1,20,22.32314261
1,15000,,,HomeImp,,1,1,0,108.5333333,0,22,
1,2900,7750,67996,HomeImp,Other,16,3,0,122.2046628,2,8,36.211348
0,20000,39000,62000,DebtCon,Office,6,0,0,170.4333333,2,27,
1,40000,120000,159000,DebtCon,Other,0,0,1,314.5,6,52,
0,7500,11358,36892,DebtCon,Other,5,0,0,286.9228238,0,11,23.06292573
0,25200,22773,72541,DebtCon,Other,,1,2,92.583557,1,26,30.42091482
1,5400,59720,63450,HomeImp,ProfExe,5,0,1,199.9,1,20,
0,16500,45441,76145,DebtCon,Mgr,4,0,0,124.0333832,1,8,28.17345068
1,25000,26743,57000,DebtCon,Other,2,0,0,90.6,3,19,
0,7700,35100,45000,DebtCon,Office,10,0,0,206.9666667,1,23,
0,22200,137889,182973,HomeImp,Mgr,6,0,0,317.3561249,0,17,44.96871369
0,8700,62400,81315,DebtCon,Office,6,0,0,98.02887044,2,14,26.62089773
0,26400,43781,66030,DebtCon,Office,17,0,0,184.3849541,2,21,31.48990578
0,21400,70112,94849,DebtCon,Other,4,0,0,109.780321,1,29,35.63050485
1,15000,33000,,,,0.9,7,5,144.8666667,0,20,
0,16100,68905,91572,DebtCon,Office,3,0,0,165.4571246,0,25,24.92011999
0,30500,108736,147531,DebtCon,Other,13,0,0,228.6103591,1,40,43.12276156
0,31200,15557,62847,DebtCon,Other,0,0,0,99.56044187,1,6,37.39411875
0,18700,63990,94035,,ProfExe,9,0,0,,0,14,25.78335659
0,24600,,146804,,,,,,,,,17.26353485
0,19900,128219,162012,DebtCon,Office,1,,0,374.0237669,,52,37.88816696
0,25500,113204,184561,DebtCon,Sales,17,1,0,308.9581984,1,31,34.357866
0,17000,82662,111357,DebtCon,Mgr,17,0,0,252.3059847,4,30,37.31611992
0,8000,58006,94930,HomeImp,ProfExe,4,0,0,223.2029895,2,24,30.91339584
0,29400,39354,75553,DebtCon,Mgr,13,1,0,77.34259704,6,15,35.11044889
0,15500,116543,133986,DebtCon,,17,0,0,164.6813583,1,18,37.57081963
0,6500,70300,107500,DebtCon,Office,1,0,0,242.4666667,1,38,
0,12700,103034,124116,DebtCon,,2,0,0,137.4386924,0,25,31.60310093
0,21500,96993,143240,DebtCon,ProfExe,20,0,0,173.3416649,0,25,39.85872689
1,13000,29461,49326,HomeImp,ProfExe,11,0,0,171.5976685,1,8,38.91799988
0,20600,138918,175989,DebtCon,ProfExe,5,,,189.9559195,4,42,40.86267837
0,6900,53776,51952,HomeImp,Other,5,0,0,87.90011834,0,17,22.28699748
0,18600,100144,153751,HomeImp,ProfExe,4,0,0,93.66217049,0,16,34.89273362
0,20300,71387,107363,HomeImp,Other,4,0,0,219.8747302,0,13,29.5672214
0,40000,134029,191990,DebtCon,Mgr,,1,0,178.7809596,0,24,34.52145025
0,16600,81275,106691,DebtCon,ProfExe,1,0,0,289.376138,1,20,38.47524099
0,10200,51108,68673,DebtCon,Mgr,6,,,116.6793672,,23,42.77564391
0,30600,231344,284199,DebtCon,ProfExe,7,0,1,202.5286035,0,29,15.82390006
0,23600,126254,169638,DebtCon,ProfExe,6,0,0,176.7491631,0,38,17.62092021
0,18800,166737,199303,DebtCon,ProfExe,9,0,0,270.8826875,1,38,25.53212879
0,16000,38600,57822,DebtCon,Other,17,0,0,276.9666667,0,22,
1,30200,36000,73500,DebtCon,Office,14,0,1,202.9666667,0,33,
0,9800,49287,69831,DebtCon,Mgr,2,0,0,182.9948062,2,16,29.71346691
1,5000,78893,82600,HomeImp,Mgr,16,0,0,133.9,1,34,
1,12000,28298,72000,DebtCon,Other,8,,,105.5,2,22,
1,12400,45604,65501,DebtCon,Other,9,0,1,70.33753056,1,24,35.21218126
0,19200,57728,96552,DebtCon,Office,0,0,0,80.60236311,0,23,37.50810314
0,17500,90221,113564,DebtCon,Other,19,0,0,265.1846253,1,17,27.02943897
0,79200,21694,103143,HomeImp,,26,0,1,139.9389989,0,14,31.33368478
0,12700,72760,83604,DebtCon,Office,6,2,3,189.9194249,3,29,37.36856046
1,8100,19772,39431,DebtCon,Other,0,0,1,82.33528778,1,12,20.34246772
1,16300,31800,63000,DebtCon,Other,12,1,5,124.9,1,14,
0,16300,84480,101243,DebtCon,Office,30,,0,337.3423041,2,49,35.41287035
0,26900,215692,286555,HomeImp,ProfExe,8,,5,468.1781224,,55,30.55300542
1,19300,96454,157809,DebtCon,Other,3,0,0,1168.233561,0,0,40.20613826
0,19200,65206,13933,DebtCon,Other,7,,,57.59183135,0,16,42.50243535
0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.4832581,0,18,27.83750961
0,11900,78959,104371,DebtCon,Mgr,1,0,0,79.08139722,1,23,40.02421108
0,19900,74193,94078,HomeImp,ProfExe,7,0,0,81.4143517,0,15,32.03355046
0,9900,54961,70609,DebtCon,Mgr,6,,4,105.9346916,2,11,40.70254787
0,10300,45275,62724,HomeImp,Other,11,0,1,109.3246387,3,34,37.29182499
1,29000,79000,,HomeImp,ProfExe,8,0,1,189.7,1,33,
0,8700,53504,66888,DebtCon,Mgr,7,,3,112.1751208,2,10,39.31877226
1,12000,74427,96270,DebtCon,Other,18,0,1,169.7333333,2,40,
0,25000,99348,200000,DebtCon,Other,23,0,0,199.8333333,0,19,
0,17300,57358,71617,DebtCon,Office,0,0,0,194.2933392,0,25,30.53780606
1,13700,59012,81465,DebtCon,Mgr,12,0,0,167.4333333,0,31,
1,4000,17000,52012,HomeImp,ProfExe,22,3,1,85.33333333,1,9,
1,15000,45000,68250,DebtCon,Other,7,0,1,55.96666667,0,4,
0,17400,123579,168243,DebtCon,Office,4,0,0,146.3520808,0,20,26.60351151
0,19900,168732,224270,DebtCon,Office,12,0,0,217.6372546,0,32,41.5493313
0,28800,204455,245685,HomeImp,Other,8,0,0,123.3967471,1,42,42.34547139
0,11500,29281,37717,HomeImp,Mgr,15,0,0,61.91544466,0,9,30.70242855
1,28200,66242,109762,DebtCon,Other,8,0,1,130.9695654,0,21,60.29541349
0,14200,100664,129166,DebtCon,Mgr,4,,,255.6876484,2,41,38.74675979
1,5300,26908,36078,HomeImp,Other,,0,0,302.3587095,0,8,39.1969854
0,13000,39386,53149,DebtCon,Other,4,0,0,110.4779566,1,16,38.52175901
1,15000,68000,96000,DebtCon,Mgr,12,0,3,109.5666667,0,24,
0,20500,76620,185666,,Other,8,0,0,360.6400541,1,16,33.75431861
1,53600,208197,297280,DebtCon,ProfExe,4,1,1,160.4852512,2,29,41.6467315
0,9900,108155,219936,HomeImp,ProfExe,2,0,0,126.9393774,1,15,27.99205166
1,12400,94000,112000,DebtCon,Mgr,4,0,0,,0,0,
0,6000,,43300,HomeImp,Other,,,,100.9333333,,9,
0,16400,86623,124048,,,,,,,,,35.81076936
0,17900,37265,53214,DebtCon,ProfExe,2,0,0,259.963831,0,34,39.83150056
0,4200,44000,55085,DebtCon,,6,,1,75.43333333,,16,
1,11300,,,HomeImp,Other,,,,,,,
1,8000,32100,36739,HomeImp,Other,4,0,0,79.45884505,2,8,31.27671568
0,35000,239058,40848,DebtCon,Mgr,4,0,1,212.0154058,3,49,40.13181545
1,34600,169960,224716,DebtCon,Mgr,2,0,0,182.0684611,2,21,32.71020486
1,15000,96931,137390,DebtCon,Other,0.2,0,0,114.8666667,1,16,
0,17000,125257,161009,DebtCon,Office,3,0,0,129.7577996,1,21,27.6372066
0,12000,84191,100654,HomeImp,ProfExe,0,0,0,79.67788538,1,20,33.77330326
0,13600,39997,56571,DebtCon,Other,6,0,0,111.0078189,2,15,38.77313698
1,10800,52600,66700,DebtCon,ProfExe,2,0,0,110.5666667,5,26,
1,5400,78300,88000,HomeImp,ProfExe,8,0,0,102.5,3,19,
1,25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.75976024
1,19000,93050,118000,DebtCon,Office,1,0,0,40.56666667,0,10,
1,14900,58204,71257,DebtCon,Office,3,3,2,206.5187349,1,50,43.76293027
1,5000,16600,25250,HomeImp,Other,6,0,0,88.7,1,3,
0,17600,53707,80407,DebtCon,Other,17,1,0,185.9782208,0,21,36.49405393
1,10100,60200,74000,DebtCon,Other,4,,4,128.8666667,5,24,
1,4500,66517,87000,DebtCon,ProfExe,10,0,4,125.8,0,34,
0,8200,135929,200275,DebtCon,ProfExe,0,0,0,69.61717488,1,23,37.80543265
0,28000,49764,74526,DebtCon,Other,24,,1,294.594783,1,30,37.61130938
1,14100,43927,60000,DebtCon,Other,0,0,0,0,12,8,
0,15200,47200,74510,DebtCon,ProfExe,17,0,0,174.5215618,0,23,41.86337612
0,17900,56273,111507,HomeImp,Office,1,,2,123.0225636,1,23,39.49148711
0,10000,,23400,HomeImp,,28,0,0,206.9666667,1,5,
0,40900,18760,69373,DebtCon,Other,19,0,0,211.6988199,1,31,39.92258688
0,10100,,69451,,,,,,,,,22.51968544
0,28700,137247,186685,DebtCon,Mgr,0,,,110.4950024,,39,30.85972433
1,18900,,75252,DebtCon,,,,,,,,42.91960497
0,16900,17988,137328,DebtCon,Other,9,0,0,360.1469602,0,10,41.90205419
0,11000,102000,120000,DebtCon,,3,0,0,125.8,1,26,
0,8400,43589,49950,DebtCon,Office,9,0,0,202.7045404,0,23,33.59231894
0,65200,71151,143960,HomeImp,Office,10,0,0,128.7805143,0,12,43.19116341
1,13900,77699,92587,DebtCon,Other,13,0,2,134.6335792,0,36,39.19614946
0,12500,50097,73846,DebtCon,Other,1,0,0,267.8654583,0,20,29.15960949
0,79900,18363,109675,HomeImp,,27,0,1,132.766724,0,13,31.64233507
1,5000,71571,85100,DebtCon,ProfExe,1.4,0,1,82.13333333,0,13,
1,15600,74156,101136,DebtCon,Mgr,11,0,3,107.3884676,0,24,27.69600093
0,11300,16115,69113,DebtCon,ProfExe,22,0,2,403.5149997,0,12,22.16824452
0,10800,78898,86567,DebtCon,ProfExe,9,0,0,179.8308288,0,12,40.29195198
0,24100,61811,97086,DebtCon,Other,6,0,0,222.6265908,1,19,34.68253701
0,17300,51185,65537,DebtCon,Other,6,0,1,129.8379412,3,49,29.31159406
0,5900,82912,91175,DebtCon,ProfExe,2,,,,,,27.59527352
1,47800,47354,119244,DebtCon,Other,,0,1,128.0510907,0,21,
0,39500,68117,117084,DebtCon,Mgr,15,0,0,198.0997869,0,21,40.2048745
1,16500,65900,87000,DebtCon,Other,26,0,3,109.5666667,5,35,
0,9800,53643,113161,DebtCon,ProfExe,5,0,1,230.3032566,0,9,23.7736104
1,19400,86219,126904,HomeImp,Other,0,0,0,,0,0,34.48084978
0,12000,7804,65395,HomeImp,Other,8,2,0,347.1233258,0,21,16.81630749
1,4000,7000,16020,HomeImp,Other,18,0,1,85.8,2,23,
1,2900,61962,70915,DebtCon,Mgr,2,0,0,282.8016592,3,37,49.20639579
1,1500,,,,,,,,,,,
0,36300,35287,56532,DebtCon,Other,,0,0,,7,0,32.6245319
0,11200,66868,107794,DebtCon,Office,10,0,0,152.9298285,1,12,39.64082898
0,27100,20479,46735,DebtCon,Other,24,0,0,103.8162897,0,10,24.25867722
1,8000,47306,68350,HomeImp,Other,9,0,0,82.63333333,0,20,
0,11700,56990,83334,HomeImp,Other,4,0,2,177.4326989,0,13,30.9986945
0,13600,66178,104378,HomeImp,ProfExe,6,0,0,263.9610151,0,11,36.43846627
0,14800,49000,98900,HomeImp,Other,0.1,0,3,51.66666667,1,10,
0,13600,55864,87500,DebtCon,ProfExe,9,0,0,193.7666667,0,20,
0,11400,55965,78051,DebtCon,Office,6,0,0,96.29202022,2,14,27.17323223
0,11200,56842,66710,HomeImp,Other,6,0,0,144.7952204,0,17,33.8858765
0,5300,50934,62957,HomeImp,Office,21,0,0,197.2419573,0,20,19.35050563
0,21700,8606,75530,DebtCon,Office,,0,0,257.1207218,0,21,38.73921891
0,15000,44623,72225,DebtCon,Other,1,0,0,268.4203579,0,21,28.13158042
0,25000,,113000,DebtCon,Mgr,9,1,0,168.4,0,27,
0,10600,48018,68963,DebtCon,Mgr,2,0,0,186.7575926,1,16,30.65574434
1,2000,20627,29800,HomeImp,Office,11,0,1,122.5333333,1,9,
0,12700,149272,176467,HomeImp,Office,7,0,0,191.9044636,1,55,33.90232001
1,6000,65000,94355,,Other,26,1,3,69.3,1,34,
0,21000,69097,105200,DebtCon,Other,,1,0,237.8201289,1,13,40.30577357
0,16000,90900,152300,HomeImp,ProfExe,5,0,0,102.5,0,17,
0,37800,111412,166682,DebtCon,Other,,0,0,251.9567829,3,14,34.88341094
1,6000,179397,200000,DebtCon,ProfExe,5,6,0,90.3,6,29,
0,8400,57694,70782,HomeImp,Other,4,0,0,125.7103247,0,34,37.62278555
1,7500,59000,72000,HomeImp,Office,5,0,3,295.8666667,0,19,
0,23600,69846,189234,,Other,11,0,0,357.8050619,0,17,30.56428034
0,12900,58566,74655,DebtCon,Mgr,5,,,116.7758176,,24,39.97705119
1,13300,60014,75695,DebtCon,Sales,1,0,,182.0643734,1,20,40.20667111
1,4700,26900,45000,HomeImp,ProfExe,9,1,2,90.46666667,1,16,
0,19200,62215,76573,DebtCon,Other,18,0,0,199.8756458,1,21,36.02366277
1,5000,22320,34900,HomeImp,Other,10,0,0,65.7,1,5,
0,8500,,27873,HomeImp,Office,21,0,0,190.0618702,0,15,38.3754061
1,3200,48603,61000,HomeImp,ProfExe,28,0,4,122.0333333,1,25,
0,13100,59460,72387,HomeImp,Other,29,1,2,182.1817822,0,24,34.78513256
0,23200,112948,159050,DebtCon,Mgr,16,0,0,189.8390087,0,25,33.49396616
0,13500,117604,136099,DebtCon,ProfExe,15,,0,188.2609728,1,32,31.63052886
0,12000,53800,80000,DebtCon,Other,0.3,0,0,124.7666667,4,11,
0,23900,85097,100730,HomeImp,,9,,,,,,29.50851727
0,16900,61847,91671,DebtCon,ProfExe,9,0,0,202.0534356,0,20,21.34825451
1,10000,86000,111000,DebtCon,Other,6.5,0,1,91.96666667,3,17,
0,21300,67282,86861,DebtCon,Office,4,,,173.7925073,,15,37.36452883
0,6800,,72310,HomeImp,Office,1,0,0,48.81883648,0,3,40.78739323
1,20200,82181,119535,DebtCon,Office,41,0,0,105.2192968,3,28,52.73486061
1,20000,27900,,HomeImp,Mgr,21,,,,,,
0,13600,58539,67899,HomeImp,Other,29,1,2,194.2738338,1,23,37.13442194
1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,
0,15400,58085,91192,DebtCon,ProfExe,10,0,0,191.344217,0,19,21.36431232
1,12300,24552,48278,DebtCon,Other,0,0,0,171.0751046,0,16,29.29955094
0,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.88843637
0,7300,49064,64225,DebtCon,Mgr,6,,4,106.3759993,1,10,40.05191523
0,7400,65032,83184,HomeImp,Other,15,0,0,230.4202559,1,35,35.41511292
0,52300,,84584,HomeImp,Other,,1,0,350.9209963,0,7,24.35530425
1,18800,67666,167619,HomeImp,ProfExe,14,0,0,135.9518082,1,11,47.59052865
1,7700,14589,33100,DebtCon,Other,3,0,7,122.0666667,0,22,
0,21900,,57036,DebtCon,Other,,0,0,308.6034448,0,18,39.2346081
1,15000,109000,155000,DebtCon,Office,0,3,2,105.5,1,28,
0,30000,20000,38000,DebtCon,Other,0.9,0,0,59.83333333,0,7,
0,25800,,68913,DebtCon,Other,26,0,0,123.6444881,0,9,22.92513606
0,25500,,121708,DebtCon,Mgr,8,1,0,151.9693412,0,27,33.15994063
0,27000,77910,117590,DebtCon,Other,4,0,0,91.8742111,2,31,38.49715498
0,18100,71814,89941,DebtCon,Other,10,0,0,83.16781079,3,11,32.28540549
1,12000,48189,53969,DebtCon,Other,5,0,0,276.3817427,0,18,65.49524315
0,6100,79636,87276,HomeImp,Other,20,0,0,350.4361376,0,47,28.84827658
1,27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.6276594
1,25000,82000,128325,DebtCon,Mgr,,0,1,10.13333333,,41,
1,7500,60000,87830,HomeImp,Other,5,0,0,153.2666667,2,16,
0,12200,45095,64736,DebtCon,Other,9,0,0,249.6737711,0,18,31.63530262
1,10000,42321,53800,DebtCon,Other,4,0,0,275.9,0,19,
1,38900,120006,160771,HomeImp,ProfExe,13,0,0,137.6353734,0,40,46.70158524
0,12000,87000,101200,DebtCon,Sales,13,,2,151.1333333,1,18,
1,26600,62895,103000,DebtCon,Self,1,0,5,187.4666667,2,34,
0,38400,31458,71821,DebtCon,ProfExe,4,0,0,191.9755584,2,17,24.98536247
0,19000,57429,86250,DebtCon,Office,5,,,175.5,,16,
0,25300,22361,50688,DebtCon,Other,24,0,0,125.407464,0,11,25.18149884
1,7200,,76723,HomeImp,Other,10,0,0,70.19389019,0,11,41.25070626
0,14500,70896,91652,HomeImp,Office,24,0,0,163.9916144,2,13,41.49281634
1,6500,60054,70434,HomeImp,Other,1,0,0,127.0627016,2,21,37.80035293
0,17500,17889,94453,DebtCon,Other,19,0,0,244.3562274,2,41,35.74477089
0,18900,100416,161147,DebtCon,Mgr,1,0,0,216.0970496,1,18,38.46049988
0,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,
1,8900,147801,157335,HomeImp,Other,4,0,0,85.57486576,4,21,34.75656038
0,15100,72645,106343,DebtCon,Other,5,0,0,80.77214991,2,13,34.47559678
1,10000,48300,74600,,Other,14,0,1,179.1,2,31,
0,9600,77359,101365,HomeImp,Other,1,0,0,182.8035145,0,31,33.48191013
0,9600,53277,60843,DebtCon,Office,0,0,0,180.2840616,0,21,37.95078758
1,32400,103000,149500,DebtCon,Mgr,12,1,0,88.23333333,2,38,
1,5000,100000,129693.5,HomeImp,Mgr,13,,,,,,
1,15000,54294,85460,DebtCon,Other,18,0,3,118.6666667,1,23,
0,13900,,40881,HomeImp,Other,0,0,0,297.9070847,1,8,25.94071095
1,11000,49000,66922,DebtCon,Other,11,0,2,91,3,32,
1,8000,49685,81020,HomeImp,Other,2,0,3,129.3624659,0,15,47.00097522
1,20500,106839,144460,DebtCon,Other,13,1,1,107.6713817,4,49,39.68708944
0,25600,139746,210298,HomeImp,ProfExe,6,0,0,185.1125764,1,28,38.36889038
0,19500,58474,89240,DebtCon,Office,6,,,172.8721456,,15,38.82378279
0,10300,51787,86200,HomeImp,Other,17,0,0,203.7327626,0,16,34.43524605
0,27400,51298,90010,DebtCon,Other,6,1,0,146.6562202,3,29,42.15993654
1,13500,80223,108491,DebtCon,ProfExe,4,0,4,127.8,2,27,
0,25000,83624,116976,DebtCon,ProfExe,9,0,0,129.5495932,0,19,29.42773368
1,15000,82000,130000,DebtCon,Mgr,18,0,5,122.7333333,10,19,
1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
0,20700,32817,101720,HomeImp,Other,5,0,0,132.9409379,0,15,31.60621741
0,29700,100657,148653,DebtCon,Other,14,0,0,221.9253115,0,40,42.30290733
1,2400,18000,,HomeImp,Mgr,22,,2,121.7333333,0,10,
1,3900,14500,22092,HomeImp,Other,3.5,0,1,150.3,5,8,
1,50000,80286,145000,DebtCon,Other,12,,1,178.7665994,0,35,
0,21700,45640,67023,DebtCon,Other,25,0,0,293.7620767,1,32,34.28537258
1,26100,73525,,DebtCon,Office,3,1,,106.6522984,0,6,22.50817251
1,11500,67000,83000,DebtCon,ProfExe,4,,,,,,
0,18100,53524,102133,HomeImp,Other,0,0,3,52.94238739,1,9,40.61679727
1,13500,70000,93500,DebtCon,Sales,25,0,0,250.6333333,0,46,
1,4700,49100,58238,HomeImp,ProfExe,0.1,0,0,61.8,2,17,
0,35500,142713,196335,DebtCon,ProfExe,21,0,0,191.8661175,1,22,35.64744257
0,13000,78766,106450,HomeImp,ProfExe,6,0,0,107.9513117,0,26,24.87099388
1,9600,42357,99756,HomeImp,Office,4,1,4,354.650225,0,30,36.52517293
0,13700,94650,109650,DebtCon,Office,3.5,0,1,268.8333333,1,34,
1,7500,33600,50125,DebtCon,Other,2,0,0,146.9333333,0,18,
0,16800,46312,67166,HomeImp,Other,27,0,0,241.5083839,0,14,26.22071743
0,11100,82849,113913,HomeImp,ProfExe,10,0,1,167.3610299,0,27,35.76333348
1,10800,24182,39750,DebtCon,ProfExe,2,0,0,176.8333333,0,36,
0,12100,58556,76724,HomeImp,Other,3,0,1,234.6585447,1,16,37.63925293
1,6000,,95500,HomeImp,Mgr,6,1,2,129.9,1,22,
0,13900,80960,100730,DebtCon,Other,0,0,0,153.0875555,0,22,40.19530694
0,8200,75870,97922,DebtCon,ProfExe,0,,,,,,27.27636492
0,28300,130028,178918,DebtCon,Mgr,2,,,113.9426389,,39,33.44016163
1,17000,170636,188899,DebtCon,,1,4,0,67.40828497,1,13,44.7515722
0,20000,,73800,DebtCon,Sales,4,0,0,404.7666667,0,24,
0,31200,124295,176185,DebtCon,Mgr,12,0,0,171.2144163,1,27,43.17681901
1,15000,34200,38900,DebtCon,Other,9.2,0,0,170.7,4,21,
0,20600,124323,166781,DebtCon,Office,4,,1,381.0256475,,51,37.16904808
1,11700,51600,72399,HomeImp,Other,15,0,1,125.36337,4,20,
0,4200,67700,77000,DebtCon,Sales,4,0,0,128.8333333,0,31,
1,26000,154000,190000,,Other,0,0,4,171.4333333,3,58,
0,14400,34291,68444,DebtCon,ProfExe,6,0,0,262.0791636,1,15,21.98106645
0,18300,89455,124840,DebtCon,ProfExe,13,,,148.7646605,,24,29.9624015
0,30200,20956,39333,DebtCon,Other,0,1,0,73.39179752,0,7,13.49536737
1,15000,38000,73200,DebtCon,Other,6,0,0,171.3,0,17,
1,43300,,45924,DebtCon,Other,,1,1,207.3007302,0,17,33.67894598
0,17600,48487,65665,DebtCon,Other,6,0,0,100.1740038,2,15,43.76968491
1,5000,,132000,HomeImp,Other,17.5,0,2,121.9,0,14,
0,3600,100693,114743,HomeImp,Office,6,0,0,88.47045214,0,14,29.39354338
0,32300,235343,45270,DebtCon,Mgr,3,0,1,210.9224034,3,49,41.26480552
